"","lagoslakeid","water_year","fluxTN_kgy","fluxTP_kgy","flux_TN_kgy_se","flux_TP_kgy_se","p.value_TN","p.value_TP","lake_namelagos"
"1","328600",2001,93868.0903148946,7737.27278974426,15165.7066429395,844.130230173366,0,0,"Tongue River Reservoir"
"2","328600",2002,64813.0424986238,7135.76382166664,9106.27271052144,751.390827867744,0,0,"Tongue River Reservoir"
"3","328600",2003,158230.200069565,29656.795570902,35992.1884148275,3371.98202515209,0,0,"Tongue River Reservoir"
"4","328600",2004,50749.5761346596,6525.09987682835,9917.17080163517,717.505423047517,0,0,"Tongue River Reservoir"
"5","328600",2005,149446.825269404,41605.9261517808,52301.2681267914,5399.58907264575,0,0,"Tongue River Reservoir"
"6","328600",2006,54385.5310289919,10018.3399762413,14571.3586468994,1052.13912405456,0,0,"Tongue River Reservoir"
"7","328600",2007,189452.021825277,62632.0977804494,82238.9210119572,9138.24347491487,0,0,"Tongue River Reservoir"
"8","328600",2008,194493.913031225,65179.5454431658,87874.6749420008,9813.41275618656,0,0,"Tongue River Reservoir"
"9","328600",2009,149818.861527631,37352.551233309,48989.7983276676,4114.13356422982,0,0,"Tongue River Reservoir"
"10","328600",2010,168526.5209507,46154.738235892,63940.6969388098,6100.54263512709,0,0,"Tongue River Reservoir"
"11","328600",2011,311960.629679046,95667.9285285619,158293.742080407,17229.3553961506,0,0,"Tongue River Reservoir"
"12","328600",2012,142670.118570202,22289.5181598657,34909.2364927968,2311.93136227697,0,0,"Tongue River Reservoir"
"13","328600",2013,134096.691609172,19239.7732837658,32633.4076566174,1990.17761578826,0,0,"Tongue River Reservoir"
"14","328600",2014,394028.155855037,59627.5470976144,143580.0074935,8465.33676878208,0,0,"Tongue River Reservoir"
"15","328600",2015,387542.342329264,49645.7383508239,170343.03417809,7475.79740196218,0,0,"Tongue River Reservoir"
"16","450041",2001,13724.2646815974,1208.98437262728,943.924865121252,141.164410561427,0,0,"Taylor Park Reservoir"
"17","450041",2002,7626.14942078449,672.609054446042,591.9254095651,80.1549683726298,0,0,"Taylor Park Reservoir"
"18","450041",2003,13174.5511204128,1209.54245167807,1058.70430015064,157.78600796561,0,0,"Taylor Park Reservoir"
"19","450041",2004,12610.3058179803,1105.05841514053,861.203562264355,126.72526027571,0,0,"Taylor Park Reservoir"
"20","450041",2005,16152.9988108806,1447.3551520432,1153.26002497115,176.648436557256,0,0,"Taylor Park Reservoir"
"21","450041",2006,15324.6909440366,1334.26315212313,1089.0965316808,156.649025514079,0,0,"Taylor Park Reservoir"
"22","450041",2007,16393.9625621796,1387.01730005371,1161.75667997424,162.566337553049,0,0,"Taylor Park Reservoir"
"23","450041",2008,24539.9439315737,2360.33966570146,2556.99840309614,355.341072704325,0,0,"Taylor Park Reservoir"
"24","450041",2009,21168.0730099622,1908.15382779559,1726.36636692725,258.327755780597,0,0,"Taylor Park Reservoir"
"25","450041",2010,15508.7481969246,1397.99864596773,1265.25771628434,179.538713123589,0,0,"Taylor Park Reservoir"
"26","450041",2011,22375.9398031428,2131.24018058548,2185.03171147089,305.347126685457,0,0,"Taylor Park Reservoir"
"27","450041",2012,8725.38679689454,756.647413323459,687.683634531684,88.8841354755429,0,0,"Taylor Park Reservoir"
"28","450041",2013,11869.9153373773,1068.32015582088,858.187092528255,128.459462232707,0,0,"Taylor Park Reservoir"
"29","450041",2014,20194.1411751056,1816.48317779631,1676.33611654157,238.261437026398,0,0,"Taylor Park Reservoir"
"30","450041",2015,19069.0605586045,1702.90373633881,1583.95110363393,217.967496583825,0,0,"Taylor Park Reservoir"
"31","450098",2001,96482.1459369607,10148.2731075889,4666.17441069762,1411.89529527043,0,0,"Blue Mesa Reservoir"
"32","450098",2002,41345.0226389568,3973.87881997565,2287.75467997678,504.378060581394,0,0,"Blue Mesa Reservoir"
"33","450098",2003,91729.6564397328,11663.0223052827,4929.11630941204,1410.45144582827,0,0,"Blue Mesa Reservoir"
